Ref,Val,Package,PosX,PosY,Rot,Side
"U33","TL072CP","SOIC-8_3.9x4.9mm_P1.27mm",-102.000000,-102.000000,180.000000,bottom
"U36","TL071","SOT-353_SC-70-5",-76.750000,-67.900000,180.000000,bottom
"U37","LM13700","SOIC-16_3.9x9.9mm_P1.27mm",-117.050000,-84.850000,-90.000000,bottom
"U38","TL071","SOT-353_SC-70-5",-76.750000,-89.750000,180.000000,bottom
"U39","TL071","SOT-353_SC-70-5",-74.750000,-102.100000,180.000000,bottom
"U40","TL071","SOT-353_SC-70-5",-99.000000,-135.300000,180.000000,bottom
"U41","LM13700","SOIC-16_3.9x9.9mm_P1.27mm",-117.050000,-106.700000,-90.000000,bottom
"U42","LM13700","SOIC-16_3.9x9.9mm_P1.27mm",-117.050000,-128.900000,-90.000000,bottom
"U43","LM13700","SOIC-16_3.9x9.9mm_P1.27mm",-128.300000,-139.000000,180.000000,bottom
"U44","TL071","SOT-353_SC-70-5",-106.450000,-64.650000,180.000000,bottom
"U45","TL071","SOT-353_SC-70-5",-112.750000,-61.500000,180.000000,bottom
"U46","TL071","SOT-353_SC-70-5",-77.000000,-111.800000,180.000000,bottom
"U47","TL071","SOT-353_SC-70-5",-77.000000,-114.750000,180.000000,bottom
"U48","TL071","SOT-353_SC-70-5",-77.550000,-82.100000,180.000000,bottom
"U49","TL071","SOT-353_SC-70-5",-77.000000,-124.850000,180.000000,bottom
"U50","TL071","SOT-353_SC-70-5",-77.550000,-79.200000,180.000000,bottom
"U51","TL071","SOT-353_SC-70-5",-77.000000,-121.950000,180.000000,bottom
